Id,OverallCond,MSZoning,LotArea,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,Bathrooms,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,Pool,YrSold,SaleCondition,SalePrice
487,7,RL,10289,Lvl,Inside,Gtl,1Fam,1Story,5,1965,1965,BrkFace,168,TA,CBlock,0,237,1073,Y,1073,0,2,TA,0,NA,Attchd,2,515,0,0,1,2007,Normal,156000
488,6,RL,12243,Lvl,Inside,Gtl,1Fam,1Story,5,1971,1971,None,0,TA,CBlock,0,486,1484,Y,1484,0,2,TA,1,TA,Attchd,2,487,224,1,1,2007,Normal,175000
489,4,RL,10800,Lvl,Corner,Gtl,2fmCon,1.5Fin,5,1900,1970,None,0,TA,CBlock,0,290,954,N,1766,648,2,TA,1,Gd,Attchd,2,520,142,0,1,2006,Normal,160000
490,8,RM,1526,Lvl,Inside,Gtl,Twnhs,SFoyer,4,1970,2002,None,0,TA,CBlock,0,115,630,Y,630,0,1,Gd,0,NA,Attchd,1,286,0,0,1,2009,Normal,86000
491,6,RM,2665,Lvl,Inside,Gtl,TwnhsE,2Story,5,1976,1976,None,0,TA,PConc,0,264,264,Y,616,688,2,TA,1,Gd,BuiltIn,1,336,141,0,1,2008,Normal,115000
492,7,RL,9490,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1941,1950,None,0,TA,CBlock,165,238,806,Y,958,620,1,Other,2,TA,Attchd,1,240,0,0,1,2006,Normal,133000
493,5,RL,15578,Lvl,Corner,Gtl,1Fam,2Story,6,2006,2006,None,0,Gd,PConc,0,728,728,Y,728,728,3,TA,0,NA,Attchd,2,429,0,0,1,2006,Other,172785
494,6,RL,7931,Lvl,Inside,Gtl,1Fam,1Story,5,1960,1960,None,0,TA,CBlock,532,363,1269,Y,1269,0,2,TA,1,Fa,Detchd,1,308,0,0,1,2008,Normal,155000
495,8,RM,5784,Lvl,Inside,Gtl,1Fam,1Story,5,1938,1996,None,0,TA,BrkTil,0,190,190,Y,886,0,1,TA,0,NA,Attchd,1,273,144,0,1,2009,Normal,91300
496,5,C (all),7879,Lvl,Inside,Gtl,1Fam,1Story,4,1920,1950,None,0,TA,CBlock,0,225,720,N,720,0,1,TA,0,NA,NA,0,0,0,0,1,2009,Other,34900
497,5,RL,12692,Lvl,Inside,Gtl,1Fam,1Story,8,1992,1993,None,0,Gd,PConc,0,1969,3200,Y,3228,0,3,Gd,1,Gd,Attchd,2,546,264,0,1,2007,Normal,430000
498,6,RL,9120,Lvl,Inside,Gtl,1Fam,1.5Fin,7,1925,1950,None,0,TA,PConc,0,697,1026,Y,1133,687,2,TA,0,NA,Detchd,1,240,0,0,1,2008,Normal,184000
499,7,RL,7800,Lvl,Inside,Gtl,1Fam,1Story,5,1967,2004,BrkFace,89,TA,PConc,0,414,864,Y,899,0,1,Gd,0,NA,Attchd,1,288,64,0,1,2009,Normal,130000
500,7,RL,7535,Lvl,Inside,Gtl,1Fam,1Story,5,1958,1985,None,0,TA,CBlock,279,522,912,Y,912,0,1,TA,0,NA,Attchd,1,297,12,0,1,2007,Normal,120000
501,5,RM,1890,Lvl,Inside,Gtl,Twnhs,2Story,6,1973,1973,BrkFace,285,TA,CBlock,0,316,672,Y,672,546,2,TA,0,NA,Detchd,1,264,144,0,1,2007,Normal,113000
502,5,FV,9803,Lvl,Inside,Gtl,1Fam,2Story,7,2005,2005,None,0,Gd,PConc,0,466,866,Y,866,902,3,Gd,0,NA,Attchd,2,603,0,0,1,2008,Normal,226700
503,7,RL,9170,Lvl,Corner,Gtl,1Fam,1Story,5,1965,1965,None,0,TA,CBlock,96,420,1214,Y,1214,0,1,TA,0,NA,Detchd,2,461,0,0,1,2007,Normal,140000
504,8,RL,15602,Lvl,Inside,Gtl,1Fam,1Story,7,1959,1997,None,0,TA,CBlock,0,254,1501,Y,1801,0,2,TA,2,TA,Attchd,2,484,0,1,1,2010,Normal,289000
505,5,RL,2308,Lvl,Inside,Gtl,TwnhsE,2Story,6,1974,1974,None,0,TA,CBlock,495,103,855,Y,855,467,3,TA,1,Fa,Attchd,2,440,260,0,1,2009,Normal,147000
506,5,RM,7596,Lvl,Inside,Gtl,Duplex,2Story,5,1952,1952,BrkFace,360,TA,CBlock,0,960,960,Y,960,1000,2,TA,0,NA,Detchd,2,400,0,0,1,2009,Normal,124500
507,5,RL,9554,Lvl,Inside,Gtl,1Fam,2Story,8,1993,1994,BrkFace,125,Gd,PConc,0,397,777,Y,1065,846,3,Gd,1,TA,Attchd,2,471,182,0,1,2006,Normal,215000
508,5,FV,7862,Lvl,Inside,Gtl,1Fam,1Story,6,2009,2009,None,0,Gd,PConc,0,1191,1218,Y,1218,0,2,Gd,0,NA,Attchd,2,676,0,0,1,2009,Other,208300
509,9,RM,9600,Lvl,Inside,Gtl,1Fam,2Story,7,1928,2005,None,0,TA,BrkTil,0,548,689,Y,689,689,2,Gd,1,Gd,Detchd,2,360,0,0,1,2008,Normal,161000
510,6,RL,9600,Lvl,Corner,Gtl,1Fam,1Story,5,1959,1959,BrkFace,132,TA,CBlock,0,50,1041,Y,1041,0,1,TA,0,NA,Attchd,1,270,224,0,1,2009,Normal,124500
511,7,RL,14559,Lvl,Inside,Gtl,1Fam,1Story,5,1951,2000,BrkCmn,70,Gd,CBlock,180,178,1008,Y,1363,0,1,TA,2,TA,CarPort,1,288,324,1,1,2009,Normal,164900
512,5,RL,6792,Lvl,Inside,Gtl,TwnhsE,1Story,7,2005,2006,Stone,94,Gd,PConc,0,1368,1368,Y,1368,0,2,Gd,1,Gd,Attchd,2,474,132,0,1,2006,Other,202665
513,5,RL,9100,Lvl,Corner,Gtl,1Fam,1Story,5,1958,1958,None,0,TA,CBlock,174,169,864,Y,864,0,1,TA,0,NA,Detchd,2,624,0,0,1,2006,Normal,129900
514,5,RL,9187,Bnk,Corner,Gtl,1Fam,1Story,6,1983,1983,None,0,TA,PConc,0,748,1084,Y,1080,0,2,TA,0,NA,Attchd,2,484,120,0,1,2007,Normal,134000
515,5,RL,10594,Lvl,Inside,Gtl,1Fam,1.5Unf,5,1926,1950,None,0,TA,BrkTil,0,768,768,N,789,0,1,TA,0,NA,Detchd,1,200,0,0,1,2007,Normal,96500
516,5,RL,12220,Lvl,Inside,Gtl,1Fam,1Story,10,2009,2009,BrkFace,305,Ex,CBlock,0,570,2006,Y,2020,0,3,Other,1,Gd,Attchd,3,900,156,0,1,2009,Other,402861
517,6,RL,10448,Lvl,Corner,Gtl,1Fam,SLvl,6,1972,1972,BrkFace,333,TA,CBlock,0,689,689,Y,1378,741,3,TA,1,TA,Attchd,2,583,0,0,1,2009,Other,158000
518,5,RL,10208,Lvl,Inside,Gtl,1Fam,2Story,7,1996,1997,BrkFace,921,Gd,PConc,0,1264,1264,Y,1277,1067,3,Gd,1,TA,Attchd,3,889,220,0,1,2009,Normal,265000
519,5,RL,9531,Lvl,CulDSac,Gtl,1Fam,2Story,6,1998,1998,None,0,TA,PConc,0,88,794,Y,882,914,3,TA,0,NA,Attchd,2,546,0,0,1,2007,Normal,211000
520,9,RL,10918,Lvl,Inside,Gtl,1Fam,2Story,7,1926,2004,None,0,Gd,BrkTil,0,1276,1276,Y,1276,804,2,Gd,2,Gd,Detchd,1,282,0,1,1,2009,Normal,234000
521,7,RL,10800,Lvl,Inside,Gtl,2fmCon,2Story,4,1900,2000,None,0,TA,BrkTil,0,0,0,N,694,600,2,TA,0,NA,NA,0,0,220,0,1,2008,Normal,106250
522,6,RL,11988,Lvl,Corner,Gtl,1Fam,1Story,6,1957,1957,None,0,TA,CBlock,0,467,1244,Y,1244,0,2,TA,2,Gd,Attchd,1,336,0,0,1,2007,Normal,150000
523,7,RM,5000,Lvl,Corner,Gtl,1Fam,1.5Fin,6,1947,1950,None,0,TA,CBlock,0,605,1004,Y,1004,660,2,TA,2,Gd,Detchd,2,420,0,0,1,2006,Normal,159000
524,5,RL,40094,Bnk,Inside,Gtl,1Fam,2Story,10,2007,2008,Stone,762,Ex,PConc,0,878,3138,Y,3138,1538,4,Other,1,Gd,BuiltIn,3,884,208,0,1,2007,Other,184750
525,5,RL,11787,Lvl,Inside,Gtl,1Fam,2Story,7,1996,1997,BrkFace,594,Gd,PConc,0,660,1379,Y,1383,1015,3,Gd,1,TA,Attchd,3,834,239,0,1,2007,Normal,315750
526,5,FV,7500,Lvl,Inside,Gtl,1Fam,1Story,7,2005,2005,None,0,Gd,PConc,0,1257,1257,Y,1266,0,2,Gd,1,TA,Attchd,2,453,38,0,1,2006,Normal,176000
527,7,RL,13300,Lvl,Inside,Gtl,1Fam,1Story,5,1956,2000,None,0,TA,CBlock,0,551,928,Y,928,0,1,TA,0,NA,Attchd,1,252,261,0,1,2007,Normal,132000
528,5,RL,14948,Lvl,Inside,Gtl,1Fam,2Story,9,2008,2008,Stone,268,Ex,PConc,0,122,1452,Y,1476,1237,3,Other,1,Gd,Attchd,3,858,126,0,1,2008,Other,446261
529,7,RL,9098,Lvl,Inside,Gtl,1Fam,1Story,4,1920,2002,None,0,TA,BrkTil,0,180,528,Y,605,0,1,TA,0,NA,NA,0,0,0,0,1,2007,Normal,86000
530,3,RL,32668,Lvl,CulDSac,Gtl,1Fam,1Story,6,1957,1975,NA,,Gd,PConc,0,816,2035,Y,2515,0,3,TA,2,TA,Attchd,2,484,0,0,1,2007,Other,200624
531,5,RL,10200,Lvl,Inside,Gtl,1Fam,SLvl,6,1988,1989,BrkFace,219,Gd,CBlock,0,678,1461,Y,1509,0,2,Gd,1,Fa,Attchd,2,600,224,0,1,2008,Other,175000
532,8,RM,6155,Lvl,FR3,Gtl,1Fam,2Story,6,1920,1999,None,0,TA,BrkTil,0,611,611,Y,751,611,2,TA,0,NA,Detchd,2,502,0,0,1,2008,Normal,128000
533,7,RL,7200,Lvl,Inside,Gtl,1Fam,1Story,5,1955,2007,None,0,TA,Slab,0,0,0,Y,827,0,1,TA,1,Po,Detchd,1,392,0,0,1,2010,Normal,107500
534,3,RL,5000,Low,Inside,Mod,1Fam,1Story,1,1946,1950,None,0,Fa,Slab,0,0,0,N,334,0,1,Other,0,NA,NA,0,0,0,0,1,2007,Normal,39300
535,5,RL,9056,Lvl,Inside,Gtl,1Fam,2Story,8,2004,2004,None,0,Gd,PConc,0,707,707,Y,707,707,3,Gd,1,Gd,Attchd,2,403,100,0,1,2006,Normal,178000
536,7,RL,7000,Lvl,Inside,Gtl,2fmCon,2Story,5,1910,1991,None,0,TA,CBlock,0,148,1117,Y,820,527,1,TA,0,NA,NA,0,0,85,0,1,2008,Normal,107500
537,5,RL,8924,Lvl,CulDSac,Gtl,1Fam,2Story,7,1998,1999,None,0,TA,PConc,0,880,880,Y,880,844,3,Gd,0,NA,Attchd,2,527,120,0,1,2008,Normal,188000
538,5,RL,12735,Lvl,FR2,Gtl,1Fam,1Story,4,1972,1972,None,0,TA,CBlock,0,264,864,Y,864,0,1,TA,0,NA,Detchd,2,576,216,0,1,2008,Normal,111250
539,5,RL,11553,Lvl,Inside,Gtl,1Fam,1Story,5,1968,1968,BrkFace,188,TA,CBlock,0,378,1051,Y,1159,0,2,TA,1,Fa,Attchd,1,336,466,0,1,2006,Normal,158000
540,5,RL,11423,Lvl,Inside,Gtl,1Fam,1Story,8,2001,2002,BrkFace,479,Gd,PConc,0,223,1581,Y,1601,0,2,Gd,1,TA,Attchd,2,670,180,0,1,2010,Normal,272000
541,5,RL,14601,Lvl,Inside,Gtl,1Fam,1Story,9,2006,2006,BrkFace,584,Ex,PConc,0,578,1838,Y,1838,0,2,Other,1,Gd,Attchd,3,765,270,0,1,2009,Normal,315000
542,5,RL,11000,Lvl,FR2,Gtl,1Fam,2Story,8,2000,2000,BrkFace,72,Gd,PConc,0,969,969,Y,997,1288,3,Gd,1,TA,BuiltIn,3,648,0,0,1,2007,Normal,248000
543,5,RL,10140,Lvl,Inside,Gtl,1Fam,1Story,7,1998,1999,None,0,Gd,PConc,1127,379,1650,Y,1680,0,2,Gd,1,TA,Attchd,2,583,78,0,1,2009,Normal,213250
544,5,RH,4058,Lvl,Inside,Gtl,TwnhsE,SFoyer,7,1998,1998,BrkFace,182,TA,PConc,139,0,723,Y,767,0,1,TA,0,NA,Attchd,1,367,120,0,1,2007,Normal,133000
545,5,RL,17104,Lvl,Inside,Gtl,1Fam,2Story,7,2006,2006,None,0,Gd,PConc,0,100,654,Y,664,832,3,Gd,1,Gd,Attchd,2,426,100,0,1,2006,Other,179665
546,5,RL,13837,Lvl,Corner,Gtl,1Fam,1.5Fin,7,1988,1988,BrkFace,178,Gd,PConc,202,0,1204,Y,1377,806,3,Gd,0,NA,Attchd,3,786,0,0,1,2006,Normal,229000
547,7,RL,8737,Bnk,Inside,Gtl,1Fam,1.5Fin,6,1923,1950,None,0,TA,BrkTil,0,765,1065,Y,915,720,2,TA,1,Gd,Detchd,2,440,0,0,1,2007,Normal,210000
548,7,RL,7244,Lvl,Inside,Gtl,1Fam,SFoyer,5,1970,1970,None,0,TA,CBlock,0,149,768,Y,768,0,1,TA,0,NA,Detchd,2,624,104,0,1,2007,Normal,129500
549,7,RM,8235,HLS,Inside,Gtl,1Fam,1Story,5,1955,1995,None,0,TA,CBlock,645,0,825,Y,825,0,1,TA,0,NA,Detchd,2,720,140,0,1,2008,Normal,125000
550,5,FV,9375,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2004,None,0,Gd,PConc,0,912,912,Y,912,1182,3,Gd,1,Gd,BuiltIn,2,615,182,0,1,2009,Normal,263000
551,6,RL,4043,Lvl,Inside,Gtl,TwnhsE,1Story,6,1977,1977,None,0,TA,CBlock,0,510,1069,Y,1069,0,2,TA,0,NA,Attchd,2,440,0,1,1,2008,Other,140000
552,6,RM,6000,Lvl,Inside,Gtl,1Fam,1Story,5,1957,1957,None,0,TA,CBlock,0,620,928,Y,928,0,1,TA,0,NA,Attchd,1,288,0,0,1,2008,Normal,112500
553,5,RL,11146,Lvl,Inside,Gtl,1Fam,1Story,8,2006,2006,Stone,250,Gd,PConc,0,1709,1709,Y,1717,0,2,Gd,1,Gd,Attchd,3,908,169,0,1,2009,Normal,255500
554,5,RL,8777,Lvl,Inside,Gtl,1Fam,1Story,4,1949,2003,None,0,TA,CBlock,0,0,0,Y,1126,0,2,Gd,0,NA,Detchd,2,520,0,0,1,2009,Normal,108000
555,5,RL,10625,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2004,BrkFace,292,Gd,PConc,0,132,998,Y,1006,1040,3,Gd,1,Gd,BuiltIn,3,871,320,0,1,2008,Normal,284000
556,6,RM,6380,Lvl,Inside,Gtl,1Fam,1.5Unf,5,1922,1950,None,0,TA,BrkTil,0,993,993,Y,1048,0,1,TA,1,Gd,Detchd,1,280,0,0,1,2006,Normal,113000
557,5,RL,14850,Lvl,Inside,Gtl,1Fam,1Story,5,1957,1957,None,0,TA,CBlock,0,197,1092,Y,1092,0,1,TA,1,TA,Attchd,1,299,268,1,1,2006,Normal,141000
558,6,C (all),11040,Low,Inside,Mod,1Fam,1.5Fin,4,1920,1950,None,0,TA,CBlock,0,0,637,Y,897,439,2,TA,0,NA,CarPort,1,570,0,0,1,2006,Normal,108000
559,5,RL,21872,HLS,FR2,Gtl,1Fam,2Story,7,1996,1997,None,0,TA,PConc,0,125,729,Y,729,717,3,TA,1,TA,Attchd,2,406,264,0,1,2008,Normal,175000
560,5,RL,3196,Lvl,Inside,Gtl,TwnhsE,1Story,7,2003,2004,BrkFace,18,Gd,PConc,0,1374,1374,Y,1557,0,2,Gd,1,TA,Attchd,2,420,143,0,1,2006,Normal,234000
561,6,RL,11341,Lvl,Inside,Gtl,1Fam,1Story,5,1957,1996,BrkFace,180,TA,CBlock,0,90,1392,Y,1392,0,2,TA,1,Gd,Detchd,2,528,0,1,1,2010,Normal,121500
562,5,RL,10010,Lvl,Inside,Mod,1Fam,1Story,5,1974,1975,None,0,TA,CBlock,123,195,1389,Y,1389,0,1,TA,1,TA,Attchd,2,418,240,0,1,2006,Normal,170000
563,6,RL,13907,Lvl,Inside,Gtl,1Fam,1Story,5,1940,1969,None,0,TA,CBlock,0,706,996,Y,996,0,1,TA,1,Gd,NA,0,0,144,0,1,2008,Normal,108000
564,7,RL,21780,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1918,1950,None,0,TA,BrkTil,0,1163,1163,Y,1163,511,2,TA,1,Gd,Detchd,2,396,72,1,1,2008,Normal,185000
565,5,RL,13346,Lvl,CulDSac,Gtl,1Fam,2Story,7,1992,2000,None,0,Gd,PConc,0,367,1095,Y,1166,1129,3,Gd,1,TA,Attchd,2,590,0,0,1,2006,Normal,268000
566,4,RL,6858,Bnk,Corner,Gtl,1Fam,2Story,6,1915,1950,None,0,TA,PConc,0,806,806,N,841,806,2,Other,0,NA,Detchd,1,216,0,0,1,2010,Normal,128000
567,5,RL,11198,Lvl,Inside,Gtl,1Fam,2Story,9,2005,2007,BrkFace,245,Gd,PConc,0,1122,1122,Y,1134,1370,3,Other,1,Gd,BuiltIn,3,656,144,0,1,2008,Normal,325000
568,5,RL,10171,Lvl,Inside,Gtl,1Fam,1Story,7,2004,2004,BrkFace,168,Gd,PConc,0,1515,1517,Y,1535,0,2,Gd,0,NA,Attchd,2,532,0,0,1,2010,Normal,214000
569,8,RL,12327,Low,Inside,Mod,1Fam,1.5Fin,8,1983,2009,None,0,Gd,CBlock,0,55,1496,Y,1496,636,2,Gd,1,Gd,BuiltIn,2,612,349,0,1,2009,Normal,316600
570,5,RL,7032,Lvl,Corner,Gtl,Duplex,SFoyer,5,1979,1979,None,0,TA,CBlock,0,0,943,Y,943,0,1,TA,2,TA,Detchd,2,600,42,0,1,2006,Normal,135960
571,5,RL,13101,Lvl,Inside,Gtl,Duplex,1Story,5,1965,1965,BrkFace,108,TA,CBlock,0,1497,1728,Y,1728,0,2,TA,0,NA,Detchd,2,576,0,0,1,2008,Normal,142600
572,6,RL,7332,Lvl,Inside,Gtl,1Fam,1Story,6,1959,1959,BrkFace,207,TA,CBlock,0,450,864,Y,864,0,1,Gd,0,NA,Attchd,1,288,168,0,1,2006,Other,120000
573,5,RL,13159,HLS,Corner,Gtl,1Fam,2Story,7,2009,2009,None,0,TA,PConc,0,846,846,Y,846,846,3,Gd,0,NA,Attchd,2,650,208,0,1,2009,Other,224500
574,5,RL,9967,Lvl,Inside,Gtl,1Fam,SLvl,7,2000,2000,None,0,TA,PConc,0,384,384,Y,774,656,3,TA,1,TA,BuiltIn,2,400,100,0,1,2007,Normal,170000
575,7,RL,10500,Lvl,FR2,Gtl,1Fam,SLvl,5,1971,2005,BrkFace,82,TA,CBlock,0,23,372,Y,576,533,1,TA,0,NA,BuiltIn,1,288,35,0,1,2007,Normal,139000
576,5,RL,8480,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1947,1950,None,0,TA,CBlock,0,390,832,Y,832,384,1,TA,0,NA,Detchd,1,336,158,0,1,2008,Other,118500
577,7,RL,6292,Lvl,Inside,Gtl,1Fam,1.5Fin,7,1928,1950,None,0,TA,BrkTil,0,861,861,Y,877,600,2,TA,1,Gd,Detchd,1,216,0,0,1,2009,Normal,145000
578,6,RL,11777,Lvl,Inside,Gtl,1Fam,SLvl,5,1966,1966,BrkFace,97,TA,CBlock,551,285,1164,Y,1320,0,1,TA,2,Fa,Attchd,2,564,160,0,1,2006,Other,164500
579,5,FV,3604,Lvl,Corner,Gtl,TwnhsE,2Story,7,2007,2007,None,0,Gd,PConc,0,689,689,Y,703,689,2,Gd,0,NA,Detchd,2,540,0,0,1,2008,Other,146000
580,5,RM,12150,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1954,1954,BrkFace,335,TA,BrkTil,0,1050,1050,N,1050,745,2,TA,0,NA,Attchd,1,352,0,0,1,2008,Normal,131500
581,6,RL,14585,Lvl,CulDSac,Gtl,1Fam,1Story,6,1960,1987,BrkFace,85,TA,CBlock,219,331,1144,Y,1429,0,1,Gd,2,Gd,Attchd,2,572,216,0,1,2007,Normal,181900
582,5,RL,12704,Lvl,Inside,Gtl,1Fam,1Story,8,2008,2009,BrkFace,306,Ex,PConc,0,2042,2042,Y,2042,0,3,Other,1,Gd,Attchd,3,1390,0,0,1,2009,Other,253293
583,5,RL,11841,Lvl,Inside,Gtl,Duplex,SFoyer,6,1990,1990,BrkFace,104,TA,CBlock,0,0,816,Y,816,0,1,TA,0,NA,NA,0,0,0,0,1,2007,Normal,118500
584,9,RM,13500,Lvl,Inside,Gtl,1Fam,2.5Unf,10,1893,2000,None,0,Ex,BrkTil,0,1237,1237,Y,1521,1254,4,Gd,1,Gd,Detchd,2,880,105,0,1,2008,Normal,325000
585,7,RM,6120,Lvl,Inside,Gtl,1Fam,1.5Fin,4,1935,1995,None,0,TA,BrkTil,0,884,884,Y,989,584,1,Gd,0,NA,Detchd,1,240,0,1,1,2009,Normal,133000
586,5,RL,11443,Lvl,Inside,Gtl,1Fam,1Story,8,2005,2006,BrkFace,208,Gd,PConc,0,408,1868,Y,2028,0,2,Gd,2,Gd,Attchd,3,880,326,0,1,2006,Other,369900
587,7,RL,10267,Lvl,Inside,Gtl,1Fam,1Story,6,1918,2000,None,0,TA,BrkTil,606,0,816,Y,838,0,1,Other,0,NA,Detchd,1,275,0,0,1,2008,Normal,130000
588,6,RL,8740,Lvl,Inside,Gtl,1Fam,SFoyer,5,1982,1982,None,0,TA,CBlock,0,168,840,Y,860,0,1,TA,0,NA,Detchd,2,528,0,0,1,2009,Normal,137000
589,8,RL,25095,Low,Inside,Sev,1Fam,1Story,5,1968,2003,None,0,TA,CBlock,0,113,1437,Y,1473,0,1,Other,2,Gd,Attchd,1,452,0,1,1,2009,Other,143000
590,6,RM,9100,Lvl,Inside,Gtl,1Fam,1Story,5,1930,1960,None,0,TA,BrkTil,0,742,742,Y,779,0,1,TA,0,NA,Detchd,1,308,0,0,1,2008,Normal,79500
591,5,RL,8320,Lvl,Inside,Gtl,1Fam,2Story,7,2004,2004,None,0,Gd,PConc,0,280,770,Y,770,812,3,Gd,0,NA,Attchd,2,520,0,0,1,2008,Normal,185900
592,5,RL,13478,Lvl,Corner,Gtl,1Fam,2Story,10,2008,2008,Stone,420,Ex,PConc,0,384,1722,Y,1728,568,3,Other,1,Gd,BuiltIn,3,842,382,0,1,2009,Normal,451950
593,8,RL,6600,Lvl,Inside,Gtl,1Fam,1Story,5,1982,2003,None,0,TA,PConc,0,0,816,Y,816,0,1,TA,0,NA,Detchd,2,816,0,0,1,2008,Normal,138000
594,5,RM,4435,Lvl,Inside,Gtl,TwnhsE,1Story,6,2003,2003,BrkFace,170,Gd,PConc,0,163,848,Y,848,0,1,Gd,0,NA,Attchd,2,420,140,0,1,2009,Normal,140000
595,6,RL,7990,Lvl,Inside,Gtl,1Fam,1Story,5,1975,1975,None,0,TA,CBlock,0,924,924,Y,924,0,1,TA,0,NA,Detchd,1,280,0,0,1,2008,Normal,110000
596,5,RL,11302,Lvl,Inside,Gtl,1Fam,1Story,8,2005,2006,BrkFace,238,Gd,PConc,0,392,1814,Y,1826,0,2,Gd,1,TA,Attchd,3,758,180,1,1,2006,Other,319000
597,7,RM,3600,Lvl,Inside,Gtl,1Fam,2Story,6,1910,1993,None,0,TA,CBlock,0,684,684,N,684,684,1,TA,0,NA,Detchd,1,216,0,0,1,2006,Normal,114504
598,5,RL,3922,Lvl,Inside,Gtl,TwnhsE,1Story,7,2006,2007,BrkFace,72,Gd,PConc,0,1258,1258,Y,1402,0,2,Gd,1,Gd,Attchd,3,648,120,0,1,2007,Other,194201
599,6,RL,12984,Bnk,Inside,Gtl,1Fam,1Story,5,1977,1977,BrkFace,459,TA,CBlock,147,0,1430,Y,1647,0,2,Gd,1,TA,Attchd,2,621,0,0,1,2006,Normal,217500
600,6,RM,1950,Lvl,Inside,Gtl,Twnhs,2Story,6,1980,1980,None,0,TA,CBlock,612,23,716,Y,716,840,3,TA,1,TA,Attchd,2,452,161,0,1,2008,Normal,151000
601,5,RL,10927,Lvl,Inside,Gtl,1Fam,2Story,8,2005,2005,BrkFace,280,Gd,PConc,0,512,1058,Y,1058,846,3,Other,1,Gd,BuiltIn,2,736,179,0,1,2006,Normal,275000
602,6,RM,9000,Bnk,Inside,Gtl,1Fam,1.5Fin,6,1937,1950,None,0,TA,PConc,0,780,780,Y,780,595,2,Gd,1,Gd,Detchd,1,544,0,1,1,2007,Normal,141000
603,5,RL,10041,Lvl,Inside,Gtl,1Fam,2Story,8,1992,1992,None,0,Gd,PConc,0,119,908,Y,927,988,3,Gd,1,TA,Attchd,2,506,120,0,1,2006,Other,220000
604,5,FV,3182,Lvl,Inside,Gtl,TwnhsE,2Story,7,2004,2005,None,0,Gd,PConc,0,600,600,Y,600,600,3,Gd,0,NA,Detchd,2,480,0,0,1,2010,Normal,151000
605,5,RL,12803,Lvl,Inside,Gtl,1Fam,1Story,7,2002,2002,BrkFace,99,Gd,PConc,0,572,1494,Y,1494,0,2,Gd,1,TA,Attchd,2,530,192,0,1,2008,Normal,221000
606,6,RL,13600,Lvl,Inside,Gtl,1Fam,2Story,7,1965,1990,BrkFace,176,TA,CBlock,0,314,768,Y,1186,800,3,TA,3,Fa,Attchd,2,486,0,1,1,2009,Normal,205000
607,5,RL,12464,Low,Corner,Mod,1Fam,1Story,5,1996,1996,None,0,TA,PConc,0,308,1040,Y,1040,0,1,Gd,0,NA,Detchd,2,576,168,0,1,2009,Normal,152000
608,8,RL,7800,Bnk,Inside,Mod,1Fam,2Story,5,1948,2002,None,0,TA,CBlock,0,293,896,Y,1112,896,3,Other,0,NA,Attchd,1,230,103,0,1,2006,Normal,225000
609,6,RL,12168,HLS,Inside,Mod,1Fam,2Story,8,1934,1998,None,0,TA,PConc,0,537,965,Y,1940,1254,3,TA,2,Gd,Basment,2,380,0,0,1,2007,Other,359100
610,5,RL,7943,Lvl,Inside,Gtl,1Fam,1Story,4,1961,1961,BrkCmn,192,TA,CBlock,0,126,1029,Y,1029,0,1,TA,0,NA,Attchd,1,261,64,0,1,2007,Normal,118500
611,5,RL,11050,Lvl,Inside,Gtl,1Fam,2Story,9,2000,2000,BrkFace,204,Gd,PConc,0,536,1440,Y,1476,677,3,Other,2,Ex,Attchd,3,736,253,0,1,2009,Normal,313000
612,6,RL,10395,Lvl,FR2,Gtl,1Fam,SLvl,6,1978,1978,BrkFace,233,TA,CBlock,0,427,1032,Y,1032,0,2,TA,1,TA,Attchd,2,564,0,0,1,2007,Normal,148000
613,5,RL,11885,Lvl,Inside,Gtl,1Fam,2Story,8,2001,2001,BrkFace,108,Gd,PConc,0,309,1299,Y,1299,573,3,Other,1,TA,BuiltIn,2,531,160,0,1,2009,Normal,261500
614,5,RL,8402,Lvl,Inside,Gtl,1Fam,1Story,5,2007,2007,None,0,TA,PConc,0,914,1120,Y,1120,0,1,TA,0,NA,NA,0,0,0,0,1,2007,Other,147000
615,6,RM,1491,Lvl,Inside,Gtl,TwnhsE,SFoyer,4,1972,1972,None,0,TA,CBlock,480,0,630,Y,630,0,1,TA,0,NA,NA,0,0,96,0,1,2010,Normal,75500
616,7,RL,8800,Lvl,Inside,Gtl,1Fam,SFoyer,6,1963,1963,BrkFace,156,TA,PConc,0,173,936,Y,1054,0,1,Gd,0,NA,Attchd,2,480,120,0,1,2010,Other,137500
617,5,RL,7861,Lvl,Inside,Gtl,1Fam,2Story,6,2002,2003,None,0,Gd,PConc,0,326,783,Y,807,702,3,Gd,1,Gd,Attchd,2,393,100,0,1,2006,Normal,183200
